,Company Name,State,Rating,Date,Time,Url,pizza_name_yn,name_length,basketball_season_yn,football_season_yn,baseball_season_yn,season,Days_Since,Last_Score,Three_Day_Avg,Ten_Day_Avg,num_yelp_reviews,yelp_rating,yelp_est_price,Zip
306,Saverio's Authentic Pizza Napoletana,NY,6.8,2019-03-20,6:00,https://onebite.app/restaurant/saverios-authentic-pizza-napoletana-massapequa-ny-43c1af3d/review/4123d9b5-09f6-47fc-99b9-6439644a17ab,1,36,1,0,0,winter,1.0,6.6,7.233333333333333,7.38,410.0,5.0,2.0, 11758
307,Mario's Pizzeria Massapequa,NY,6.6,2019-03-19,6:00,https://onebite.app/restaurant/marios-pizzeria-massapequa-massapequa-ny-c157e8c6/review/62411033-4913-4d6a-a937-cd5221bb44d4,0,27,1,0,0,winter,1.0,8.4,7.5,7.44,68.0,4.0,2.0, 11758
308,Pizza Sam,NY,8.4,2019-03-18,6:00,https://onebite.app/restaurant/pizza-sam-jackson-heights-ny-b51ce710/review/04f3c7d5-1e83-4a6b-b631-5b500a45d950,1,9,1,0,0,winter,3.0,6.7,7.133333333333334,7.409999999999999,162.0,4.0,1.0, 11372
309,Rosa's Pizza,NY,6.7,2019-03-15,6:00,https://onebite.app/restaurant/rosas-pizza-middle-village-ny-b942a6a3/review/2516f9b0-b870-43a4-a6fe-48206ae10acf,1,12,1,0,0,winter,1.0,7.4,7.366666666666667,7.510000000000001,388.0,4.0,1.0, 11379
310,La Nonna Krispy Krust Pizza,NY,7.4,2019-03-14,6:00,https://onebite.app/restaurant/la-nonna-krispy-krust-pizza-brooklyn-ny-01e5d8cf/review/690ca714-e3b0-4957-9626-68d47c2c1ddf,1,27,1,0,0,winter,1.0,7.3,7.533333333333334,7.45,46.0,4.0,2.0, 11211
311,Paulie Gee's,NY,7.3,2019-03-13,7:03,https://onebite.app/restaurant/paulie-gees-brooklyn-ny-66765645/review/3d7f042a-870a-4907-9e1d-ee7bc0a6b2e4,0,12,1,0,0,winter,0.0,7.4,7.7,7.530000000000001,1249.0,4.5,2.0, 11222
312,Paulie Gee's Slice Shop,NY,7.4,2019-03-13,7:00,https://onebite.app/restaurant/paulie-gees-slice-shop-brooklyn-ny-96ccfeb4/review/e9f733fd-b3a5-4be7-9fb8-75d4e4dca10d,0,23,1,0,0,winter,1.0,7.9,7.933333333333333,7.58,194.0,4.0,1.0, 11222
313,Tony's Pizza,NY,7.9,2019-03-12,6:00,https://onebite.app/restaurant/tonys-pizza-brooklyn-ny-b4332df2/review/b09ec367-0062-4d72-915c-77394b37f759,1,12,1,0,0,winter,1.0,7.8,7.366666666666666,7.540000000000001,165.0,3.5,1.0, 11211
314,Carmine's Pizzeria,NY,7.8,2019-03-11,6:00,https://onebite.app/restaurant/carmines-pizzeria-brooklyn-ny-74304e1e/review/c1b19aaa-86fd-477d-a8bb-6fee987125d0,0,18,1,0,0,winter,3.0,8.1,7.166666666666667,6.93,452.0,4.0,2.0, 11211
315,Totonno's,NY,8.1,2019-03-08,6:00,https://onebite.app/restaurant/totonnos-brooklyn-ny-2ee559f5/review/0f5d6803-2c98-4127-91e4-3bb37f251fc0,0,9,1,0,0,winter,1.0,6.2,7.166666666666667,6.340000000000001,807.0,4.0,2.0, 11224
316,Krispy Pizza,NJ,6.2,2019-03-07,6:00,https://onebite.app/restaurant/krispy-pizza-jersey-city-nj-adad2921/review/4125aca3-6fbb-4927-9362-a9ca411d7e2e,1,12,1,0,0,winter,2.0,7.2,7.666666666666667,6.49,206.0,3.5,1.0, 07302
317,Good Pie,NV,7.2,2019-03-05,7:00,https://onebite.app/restaurant/good-pie-las-vegas-nv-a3147a4b/review/f06e9160-2bf2-4832-8641-48584468e3ff,0,8,1,0,0,winter,4.0,8.1,7.533333333333334,6.370000000000001,322.0,4.5,1.0, 89101
318,King Umberto's of Elmont,NY,8.1,2019-03-01,6:00,https://onebite.app/restaurant/king-umbertos-of-elmont-elmont-ny-c4f73e5e/review/e660cb4e-049d-4529-a4b0-2e021a9156b4,0,24,1,0,0,winter,1.0,7.7,7.533333333333334,6.220000000000001,437.0,4.5,2.0, 11003
319,Vezzo,NY,7.7,2019-02-28,6:00,https://onebite.app/restaurant/vezzo-new-york-ny-453a2794/review/8c17c910-7c68-4c9c-8e64-d0b596386996,0,5,1,0,0,winter,1.0,6.8,7.599999999999999,6.14,1301.0,4.0,2.0, 10016
320,Starbucks Reserve Roastery New York,NY,6.8,2019-02-27,6:00,https://onebite.app/restaurant/starbucks-reserve-roastery-new-york-new-york-ny-8ccdf4e6/review/63b25b35-b555-4d0a-b634-c062f4fbbf00,0,35,1,0,0,winter,1.0,8.1,7.833333333333333,6.17,518.0,4.0,2.0, 10011
321,Deninos Pizzeria & Tavern - Staten Island,NY,8.1,2019-02-26,6:00,https://onebite.app/restaurant/deninos-pizzeria-and-tavern-staten-island-staten-island-ny-96edbdd0/review/005181f4-a511-4818-8c5d-bdc1558c52cc,0,41,1,0,0,winter,1.0,7.9,5.7,6.03,727.0,4.0,2.0, 10302
322,Brother's Pizzeria,NY,7.9,2019-02-25,6:00,https://onebite.app/restaurant/brothers-pizzeria-staten-island-ny-f1c25640/review/664df059-c0cb-471b-9ed3-4f232a7bfc91,0,18,1,0,0,winter,3.0,7.5,3.7999999999999994,6.02,225.0,4.0,1.0, 10302
323,Pizza Town USA,NJ,7.5,2019-02-22,6:00,https://onebite.app/restaurant/pizza-town-usa-elmwood-park-nj-542bc56a/review/26e5b0cf-faba-4417-ba37-18e7d653867b,1,14,1,0,0,winter,1.0,1.7,3.866666666666667,6.180000000000001,399.0,3.5,1.0, 07407
324,Canal Pizza,NY,1.7,2019-02-21,6:00,https://onebite.app/restaurant/canal-pizza-new-york-ny-95171b2e/review/5ae349d7-8d55-4f4d-aef8-f1ec1c10a881,1,11,1,0,0,winter,1.0,2.2,5.3,6.69,17.0,3.0,1.0, 10002
325,Pizza Al Fresco,FL,2.2,2019-02-20,6:00,https://onebite.app/restaurant/pizza-al-fresco-palm-beach-fl-99cca9e3/review/e8d459e6-1439-4c60-b5c7-c67f06689a3f,1,15,1,1,0,winter,1.0,7.7,6.766666666666666,7.19,132.0,3.5,2.0, 33480
326,Harry's Italian,NY,7.7,2019-02-19,6:00,https://onebite.app/restaurant/harrys-italian-new-york-ny-b1939686/review/f1c704f7-0fa6-4948-a520-0bc53e832ac5,0,15,1,1,0,winter,1.0,6.0,6.5,7.13,580.0,3.5,2.0, 10038
327,Chuck E. Cheese,FL,6.0,2019-02-18,6:00,https://onebite.app/restaurant/chuck-e-cheese-west-melbourne-fl-b2b14a29/review/507a7c76-cae5-4fd6-b7ee-57958debc082,0,15,1,1,0,winter,1.0,6.6,6.866666666666667,7.12,16.0,3.0,2.0, 32904
328,Napoli Pizza,FL,6.6,2019-02-17,12:0,https://onebite.app/restaurant/napoli-pizza-daytona-beach-fl-bab6708a/review/acb9a1f7-8d44-4022-837e-1717891463b6,1,12,1,1,0,winter,3.0,6.9,6.8999999999999995,7.200000000000001,89.0,2.5,1.0, 32118
329,Pizza Girls WPB,FL,6.9,2019-02-14,6:00,https://onebite.app/restaurant/pizza-girls-wpb-west-palm-beach-fl-14b2fe1e/review/2d107c56-9756-4e05-8927-eca34b978397,1,15,1,1,0,winter,1.0,7.1,7.2,7.12,245.0,3.5,1.0, 33401
330,Eddie & Sam's NY Pizza,FL,7.1,2019-02-13,6:00,https://onebite.app/restaurant/eddie-and-sams-ny-pizza-tampa-fl-99cb3c92/review/30fa71e0-71ff-46ef-8ed8-d23eadf3ba87,1,22,1,1,0,winter,1.0,6.7,7.866666666666667,7.13,1035.0,4.5,1.0, 33602
331,La Vera Pizzeria,NY,6.7,2019-02-12,6:00,https://onebite.app/restaurant/la-vera-pizzeria-new-york-ny-df95769d/review/04d453b5-97ea-4303-8322-2709217d0ba6,0,16,1,1,0,winter,1.0,7.8,7.8999999999999995,7.289999999999999,42.0,3.5,1.0, 10010
332,Salvo's Pizzabar,NY,7.8,2019-02-11,6:00,https://onebite.app/restaurant/salvos-pizzabar-new-york-ny-7a41d13f/review/b5a15eaa-ffc0-4ffc-b551-a8d6a416197a,1,16,1,1,0,winter,4.0,9.1,7.699999999999999,7.269999999999999,291.0,4.0,2.0, 10075
333,Johnny's Pizzeria,NY,9.1,2019-02-07,6:00,https://onebite.app/restaurant/johnnys-pizzeria-mount-vernon-ny-0b38f7f5/review/010a34a2-2e89-452f-aad7-817358aaf3f5,0,17,1,1,0,winter,1.0,6.8,7.033333333333334,7.1,293.0,4.0,2.0, 10550
334,Slice Downtown,GA,6.8,2019-02-06,6:00,https://onebite.app/restaurant/slice-downtown-atlanta-ga-6326ca65/review/3aae91dc-dabf-49eb-ae05-35bb2976a19d,0,14,1,1,0,winter,1.0,7.2,6.733333333333334,7.160000000000001,195.0,3.5,2.0, 30303
335,Buckhead Pizza,GA,7.2,2019-02-05,6:00,https://onebite.app/restaurant/buckhead-pizza-atlanta-ga-afd45704/review/f4e70b92-cbaa-4608-a68d-61eb1d762729,1,14,1,1,0,winter,1.0,7.1,6.8,6.630000000000001,445.0,3.0,2.0, 30326
336,Cosmo's Original Little Italy Pizza,GA,7.1,2019-02-04,6:00,https://onebite.app/restaurant/cosmos-original-little-italy-pizza-lawrenceville-ga-97096db8/review/126ff3f9-6e7b-4a91-b820-23de2e45f11e,1,35,1,1,0,winter,3.0,5.9,6.466666666666666,6.75,114.0,3.5,2.0, 30045
337,Piu Bello Buckhead,GA,5.9,2019-02-01,6:00,https://onebite.app/restaurant/piu-bello-buckhead-atlanta-ga-c31f377f/review/aeb10f12-86fb-4654-b2a1-d69f99ecf3d2,0,18,1,1,0,winter,1.0,7.4,6.8999999999999995,6.639999999999999,281.0,4.0,2.0, 30305
338,Marcello's Pizza & Subs,GA,7.4,2019-01-31,6:00,https://onebite.app/restaurant/marcellos-pizza-and-subs-atlanta-ga-3e450185/review/c2c65966-37be-4eb0-81ab-65c74c5601fe,1,23,1,1,0,winter,1.0,6.1,7.2,6.640000000000001,108.0,3.5,2.0, 30342
339,Mellow Mushroom,GA,6.1,2019-01-30,6:00,https://onebite.app/restaurant/mellow-mushroom-alpharetta-ga-33f75a52/review/8770bd2f-469d-49a3-9bce-e013533f8f53,0,15,1,1,0,winter,1.0,7.2,7.7,6.7799999999999985,59.0,2.5,2.0, 30009
340,Fellini's Pizza,GA,7.2,2019-01-29,6:00,https://onebite.app/restaurant/fellinis-pizza-atlanta-ga-e141110c/review/7fe82395-adbb-45ce-89e9-262dbad6659a,1,15,1,1,0,winter,1.0,8.3,7.766666666666667,6.709999999999999,342.0,4.0,1.0, 30318
341,Antico Pizza,GA,8.3,2019-01-28,6:00,https://onebite.app/restaurant/antico-pizza-atlanta-ga-70f25d67/review/5ac928e2-46b5-4deb-8cab-88320677a0bf,1,12,1,1,0,winter,4.0,7.6,7.466666666666666,6.619999999999999,3094.0,4.0,2.0, 30318
342,Enzo Bruni La Pizza Gourmet,NY,7.6,2019-01-24,6:00,https://onebite.app/restaurant/enzo-bruni-la-pizza-gourmet-new-york-ny-a604a0a0/review/5def0144-857b-49b6-bfa4-2cb51ba6e0f8,1,27,1,1,0,winter,1.0,7.4,5.566666666666666,6.65,23.0,4.0,1.0, 10014
343,Dani's House of Pizza,NY,7.4,2019-01-23,6:00,https://onebite.app/restaurant/danis-house-of-pizza-kew-gardens-ny-29e94949/review/33d0a00c-3751-4e43-8c01-edd59e583dff,1,21,1,1,0,winter,1.0,7.4,5.866666666666667,6.57,1012.0,3.5,1.0, 11415
344,Woodpecker Pizza Bar & Grill by David Burke,NY,7.4,2019-01-22,6:00,https://onebite.app/restaurant/woodpecker-pizza-bar-and-grill-by-david-burke-new-york-ny-ad9610f4/review/8c64541d-1a99-4c2f-9ee8-cc8c20bee899,1,43,1,1,0,winter,1.0,1.9,5.0,6.470000000000001,181.0,4.0,3.0, 10001
346,Santillo's Brick Oven Pizza,NJ,8.3,2019-01-18,6:00,https://onebite.app/restaurant/santillos-brick-oven-pizza-elizabeth-nj-2ad85fb3/review/5ce124d5-b1a9-4a64-84ea-2fc6cf4efc74,1,27,1,1,0,winter,1.0,4.8,6.566666666666666,6.65,351.0,4.0,2.0, 07202
347,Friendly Gourmet Pizza,NY,4.8,2019-01-17,6:00,https://onebite.app/restaurant/friendly-gourmet-pizza-new-york-ny-615a6db0/review/f3fc6be9-aff1-4638-a532-9477e670150b,1,22,1,1,0,winter,1.0,7.4,7.133333333333333,6.859999999999999,56.0,4.0,1.0, 10038
348,Upside Pizza,NY,7.4,2019-01-16,6:00,https://onebite.app/restaurant/upside-pizza-new-york-ny-b2f3b6dd/review/0a6d9f5e-b1d9-4fd7-9055-0a43e55ded30,1,12,1,1,0,winter,1.0,7.5,7.133333333333333,6.93,143.0,3.5,1.0, 10018
349,Santucci's Original Square Pizza,PA,7.5,2019-01-15,6:00,https://onebite.app/restaurant/santuccis-original-square-pizza-philadelphia-pa-e8f36672/review/38df6bb1-f22c-4490-b96e-1edc1f60c9bf,1,32,1,1,0,winter,1.0,6.5,7.266666666666667,7.07,453.0,3.5,2.0, 19147
350,Lorenzo & Sons Pizza,PA,6.5,2019-01-14,6:00,https://onebite.app/restaurant/lorenzo-and-sons-pizza-philadelphia-pa-42bcb1f1/review/c6fbe05f-9ee3-40c5-a28c-647f39941977,1,20,1,1,0,winter,4.0,7.4,7.3,7.24,642.0,3.5,1.0, 19147
351,Il Piccolo Bufalo,NY,7.4,2019-01-10,6:00,https://onebite.app/restaurant/il-piccolo-bufalo-new-york-ny-17088570/review/7e91f7c7-5043-441c-bd12-40181300d05b,0,17,1,1,0,winter,1.0,7.9,6.966666666666666,7.340000000000001,242.0,3.5,2.0, 10013
352,Made In New York Pizza,NY,7.9,2019-01-09,6:00,https://onebite.app/restaurant/made-in-new-york-pizza-new-york-ny-66a064cd/review/bd2a97ca-01c6-47ba-835f-739dc90abee2,1,22,1,1,0,winter,1.0,6.6,6.266666666666667,7.26,263.0,4.0,1.0, 10024
353,Mama Rosa Pizza and Pasta,NJ,6.6,2019-01-08,6:00,https://onebite.app/restaurant/mama-rosa-pizza-and-pasta-rutherford-nj-2f771616/review/3db82282-91c2-4abf-9667-2590b179752f,1,25,1,1,0,winter,1.0,6.4,6.133333333333333,7.359999999999999,61.0,3.5,1.0, 07070
354,Bill's Pizzeria Kitchen + Grille,MA,6.4,2019-01-07,6:00,https://onebite.app/restaurant/bills-pizzeria-kitchen-grille-hopkinton-ma-46a84701/review/d3ad5085-99aa-4b9b-b48a-fc8c1ec6673c,0,32,1,1,0,winter,3.0,5.8,6.3,7.479999999999999,59.0,3.0,2.0, 01748
355,Luna Ristorante,NY,5.8,2019-01-04,6:00,https://onebite.app/restaurant/luna-ristorante-new-york-ny-b59f83f6/review/bb1e1c22-f2e6-4d7e-a70c-b7d4e99ae6ee,0,15,1,1,0,winter,1.0,6.2,7.066666666666667,7.640000000000001,161.0,3.5,2.0, 10013
356,Da Gennaro,NY,6.2,2019-01-03,6:00,https://onebite.app/restaurant/da-gennaro-new-york-ny-e6d4fcd2/review/c89f6133-116f-40b8-84f2-91bc634e9628,0,10,1,1,0,winter,1.0,6.9,7.966666666666666,7.7700000000000005,1002.0,4.0,2.0, 10013
357,Steve's Pizza,FL,6.9,2019-01-02,6:00,https://onebite.app/restaurant/steves-pizza-miami-fl-86bd5efb/review/c5ec616c-981f-46c9-aa41-0df6a0203856,1,13,1,1,0,winter,5.0,8.1,8.4,7.790000000000001,866.0,3.5,1.0, 33181
358,Lucali,FL,8.1,2018-12-28,6:00,https://onebite.app/restaurant/lucali-miami-beach-fl-c82ac442/review/109ab6e6-70d4-44c8-9e26-9ea79829174e,0,6,1,1,0,winter,2.0,8.9,8.5,7.7,524.0,4.0,2.0, 33139
359,Mister O1- South Beach,FL,8.9,2018-12-26,6:00,https://onebite.app/restaurant/mister-o1-south-beach-miami-beach-fl-57e78ef5/review/2b659ee1-a744-4cf0-852f-a866d038c6e1,0,22,1,1,0,winter,5.0,8.2,7.900000000000001,7.290000000000001,777.0,4.5,2.0, 33139
360,Riko's Pizza,CT,8.2,2018-12-21,6:00,https://onebite.app/restaurant/rikos-pizza-stamford-ct-3adcb45e/review/fa5d901d-67cc-400c-ae14-f4f66ea425cd,1,12,1,1,0,winter,1.0,8.4,7.7,7.210000000000001,78.0,3.0,2.0, 06907
361,Colony Grill,CT,8.4,2018-12-20,6:00,https://onebite.app/restaurant/colony-grill-stamford-ct-72572c11/review/88eab743-59ce-4125-934c-244e8cade8f7,0,12,1,1,0,fall,1.0,7.1,7.433333333333333,7.289999999999999,433.0,4.0,2.0, 06902
362,California Pizza Kitchen at Park Ave. South,NY,7.1,2018-12-19,6:00,https://onebite.app/restaurant/california-pizza-kitchen-at-park-ave-south-new-york-ny-3482c282/review/60454ae6-1480-43e9-9e27-3fa8bed08dc7,1,43,1,1,0,fall,1.0,7.6,7.533333333333334,7.43,1301.0,4.0,2.0, 10016
363,Johnny Pepperoni,NJ,7.6,2018-12-18,6:00,https://onebite.app/restaurant/johnny-pepperoni-hoboken-nj-44ceee14/review/4426985a-4be7-40d7-8de1-8e54112387b6,0,16,1,1,0,fall,1.0,7.6,7.5,7.55,340.0,4.0,2.0, 07030
364,Macchina,NY,7.6,2018-12-17,6:00,https://onebite.app/restaurant/macchina-new-york-ny-25ec4571/review/3a5024bc-3cad-4bce-9e5f-21dd5c3288d6,0,8,1,1,0,fall,3.0,7.4,7.333333333333333,7.469999999999999,139.0,3.5,2.0, 10016
365,Brooklyn's Homeslice Pizzeria,NY,7.4,2018-12-14,6:00,https://onebite.app/restaurant/brooklyns-homeslice-pizzeria-brooklyn-ny-ea5a07df/review/23b4fabd-5922-4022-81e3-897499670431,0,29,1,1,0,fall,1.0,7.5,7.266666666666667,7.459999999999999,129.0,4.5,1.0, 11238
366,Da Nonna Rosa,NY,7.5,2018-12-13,6:00,https://onebite.app/restaurant/da-nonna-rosa-brooklyn-ny-11b04516/review/a98243fa-c769-43ec-842d-7088f28c308d,0,13,1,1,0,fall,1.0,7.1,6.366666666666667,7.33,354.0,4.0,2.0, 11215
367,Marta,NY,7.1,2018-12-12,6:00,https://onebite.app/restaurant/marta-new-york-ny-ca8e4020/review/76cf743b-60b0-4c6e-b06f-25845bd1816a,0,5,1,1,0,fall,1.0,7.2,6.466666666666666,7.359999999999999,893.0,4.0,3.0, 10016
368,Mario's Classic Pizza,NJ,7.2,2018-12-11,6:00,https://onebite.app/restaurant/marios-classic-pizza-hoboken-nj-fb79d421/review/3f4c62a5-dff2-4da9-a2ef-71177afd18fa,1,21,1,1,0,fall,1.0,4.8,7.133333333333333,7.380000000000001,102.0,3.5,1.0, 07030
370,BAR,CT,7.4,2018-12-06,6:00,https://onebite.app/restaurant/bar-new-haven-ct-28fe49e1/review/9bec0aa5-954a-435f-8c53-86770e84f572,0,3,1,1,0,fall,1.0,9.2,8.833333333333334,7.51,1117.0,4.0,2.0, 06511
371,Sally's Apizza,CT,9.2,2018-12-05,6:00,https://onebite.app/restaurant/sallys-apizza-new-haven-ct-3b6dab16/review/fa98fe69-9473-4787-8e7b-cbf80a243b3a,1,14,1,1,0,fall,1.0,8.5,8.033333333333333,7.3,722.0,3.5,2.0, 06511
372,Frank Pepe Pizzeria Napoletana,CT,8.5,2018-12-04,6:00,https://onebite.app/restaurant/frank-pepe-pizzeria-napoletana-new-haven-ct-f6be6139/review/2fd0f89f-5784-4325-868a-c03c6d7da487,0,30,1,1,0,fall,1.0,8.8,7.633333333333334,7.159999999999999,2596.0,4.0,2.0, 06511
373,Modern Apizza,CT,8.8,2018-12-03,6:00,https://onebite.app/restaurant/modern-apizza-new-haven-ct-762d496a/review/c9c149e6-e412-4206-86ae-011d457cf250,1,13,1,1,0,fall,3.0,6.8,6.766666666666667,7.090000000000001,1134.0,4.0,2.0, 06511
374,Tony Boloney's - Hoboken,NJ,6.8,2018-11-30,6:00,https://onebite.app/restaurant/tony-boloneys-hoboken-hoboken-nj-7f42d23f/review/18ba7dde-8e2d-4ac7-9f78-dc817dacd2b6,0,24,1,1,0,fall,1.0,7.3,6.966666666666666,7.089999999999999,578.0,3.5,2.0, 07030
375,Serafina Broadway,NY,7.3,2018-11-29,6:00,https://onebite.app/restaurant/serafina-broadway-new-york-ny-d7b420c1/review/4bb5c318-352a-466b-9c5a-b696b976d6ab,0,17,1,1,0,fall,1.0,6.2,7.0,7.08,609.0,3.0,2.0, 10019
376,Loring Place,NY,6.2,2018-11-28,6:00,https://onebite.app/restaurant/loring-place-new-york-ny-88b767d4/review/98458804-b26f-40e3-acbb-8ed53495071e,0,12,1,1,0,fall,1.0,7.4,7.166666666666667,7.2,412.0,4.5,3.0, 10011
377,GoreMade Pizza,OH,7.4,2018-11-27,6:00,https://onebite.app/restaurant/goremade-pizza-columbus-oh-b7e2c120/review/af712f67-0145-417e-8cbb-91a56b4873a1,1,14,1,1,0,fall,1.0,7.4,6.966666666666668,7.2700000000000005,134.0,4.0,2.0, 43201
378,Margherita NYC,NY,7.4,2018-11-26,5:00,https://onebite.app/restaurant/margherita-nyc-new-york-ny-837ee7ad/review/ced9ac3a-ec00-4d9b-af4d-49f122a1c46a,0,14,1,1,0,fall,3.0,6.7,6.866666666666667,6.839999999999999,303.0,4.0,2.0, 10013
379,Eataly Boston,MA,6.7,2018-11-23,6:00,https://onebite.app/restaurant/eataly-boston-boston-ma-11d58ec4/review/8455d8cf-6736-4b99-8337-01affaed3462,0,13,1,1,0,fall,2.0,6.8,7.0,6.75,957.0,3.5,2.0, 02199
380,Palermo's 95th,IL,6.8,2018-11-21,6:00,https://onebite.app/restaurant/palermos-95th-oak-lawn-il-25d9ec63/review/bd16cd2e-bd36-4ddd-9762-07ba101d0a28,0,14,1,1,0,fall,1.0,7.1,7.433333333333333,6.8,425.0,3.5,2.0, 60453
381,Armand's Pizzeria,IL,7.1,2018-11-20,6:00,https://onebite.app/restaurant/armands-pizzeria-elmwood-park-il-317e1daf/review/125419fe-7469-4435-beec-4ce221ebbfbc,0,17,1,1,0,fall,1.0,7.1,7.333333333333333,6.11,77.0,3.5,2.0, 60707
382,Geo's Pizza,IL,7.1,2018-11-19,6:00,https://onebite.app/restaurant/geos-pizza-chicago-il-ada3371d/review/fe9d6588-a78b-495f-b578-0741b941a67c,1,11,1,1,0,fall,4.0,8.1,7.366666666666666,6.09,61.0,4.5,2.0, 60707
383,Basile's Pizza,NJ,8.1,2018-11-15,6:00,https://onebite.app/restaurant/basiles-pizza-hoboken-nj-136cca2b/review/fde1092b-5ecd-400d-b786-f106c2c44d08,1,14,1,1,0,fall,1.0,6.8,7.133333333333333,5.47,269.0,3.0,1.0, 07030
384,Bruno Pizza,NY,6.8,2018-11-14,6:00,https://onebite.app/restaurant/bruno-pizza-new-york-ny-65426209/review/9baa8cb5-48d1-43a6-8908-9bbd04601447,1,11,1,1,0,fall,1.0,7.2,7.566666666666667,5.62,137.0,3.0,2.0, 10003
385,Dona Bella Pizza,NY,7.2,2018-11-13,6:00,https://onebite.app/restaurant/dona-bella-pizza-new-york-ny-b58a0e9f/review/af5c2e2e-68d1-425f-a1b0-2f2d41e76835,1,16,1,1,0,fall,1.0,7.4,6.2,5.66,191.0,3.0,1.0, 10007
386,Stage Door Pizza,NY,7.4,2018-11-12,6:00,https://onebite.app/restaurant/stage-door-pizza-new-york-ny-55c3e8b6/review/4099b1cf-2a95-4ea5-921a-5dfbc4e4e9cd,1,16,1,1,0,fall,3.0,8.1,5.666666666666667,5.43,246.0,4.0,1.0, 10007
387,Nicoletta Pizzeria,NY,8.1,2018-11-09,6:00,https://onebite.app/restaurant/nicoletta-pizzeria-new-york-ny-fb00275d/review/cdd824e6-44b6-488c-98c2-c30cd982af46,0,18,1,1,0,fall,1.0,3.1,5.3999999999999995,4.630000000000001,78.0,3.5,2.0, 10003
388,Z Deli Pizzeria,NY,3.1,2018-11-08,6:00,https://onebite.app/restaurant/z-deli-pizzeria-new-york-ny-091958bf/review/faa357eb-f9d8-40d1-b3e9-409271462f5e,0,15,1,1,0,fall,1.0,5.8,4.433333333333333,4.840000000000001,75.0,3.5,1.0, 10019
389,Da Nico Ristorante,NY,5.8,2018-11-07,6:00,https://onebite.app/restaurant/da-nico-ristorante-new-york-ny-597afa5a/review/5ec0e448-b327-4712-89d2-62ebf8ce02bc,0,18,1,1,0,fall,1.0,7.3,4.8,5.080000000000001,771.0,4.0,2.0, 10013
390,Pasquale Jones,NY,7.3,2018-11-06,6:00,https://onebite.app/restaurant/pasquale-jones-new-york-ny-2931f6bf/review/f9fe1e4d-c806-46c2-88ce-1a9ef0b5b445,0,14,1,1,0,fall,4.0,0.2,3.0,5.16,247.0,3.5,3.0, 10012
392,10th Avenue Pizza & Cafe,NY,6.9,2018-11-01,6:00,https://onebite.app/restaurant/10th-avenue-pizza-and-cafe-new-york-ny-3f82223b/review/08e3678a-6853-47d8-b9f1-e2c739ed7ba5,1,24,1,1,0,fall,1.0,1.9,5.933333333333334,6.1899999999999995,30.0,3.5,1.0, 10001
393,Jekyll & Hyde,NY,1.9,2018-10-31,6:10,https://onebite.app/restaurant/jekyll-and-hyde-new-york-ny-5645a35a/review/f3381c4d-489b-42f6-a131-cc0a844236db,0,13,1,1,0,fall,1.0,8.3,7.0,6.67,731.0,2.5,3.0, 10014
394,Joe's Pizza,NY,8.3,2018-10-30,6:00,https://onebite.app/restaurant/joes-pizza-new-york-ny-3a197178/review/39125064-703a-444a-bcc9-597d458cb1a8,1,11,1,1,0,fall,1.0,7.6,4.266666666666667,6.56,2556.0,4.0,1.0, 10003
395,Motorino,NY,7.6,2018-10-29,6:00,https://onebite.app/restaurant/motorino-new-york-ny-29283ee6/review/b04e1194-fa5b-41e2-a187-2f4f17827d9a,0,8,1,1,0,fall,3.0,5.1,3.4666666666666663,6.480000000000001,1076.0,3.5,2.0, 10003
396,Biggie's Pizza,FL,5.1,2018-10-26,6:00,https://onebite.app/restaurant/biggies-pizza-jacksonville-beach-fl-e3bae08d/review/d6dd9488-ba2a-4eea-9155-20f9842c3691,1,14,1,1,0,fall,1.0,0.1,4.5,6.090000000000001,441.0,4.5,1.0, 32250
398,Felcaro Pizzeria,MA,5.2,2018-10-24,6:00,https://onebite.app/restaurant/felcaro-pizzeria-boston-ma-7804eb53/review/0f5ccdbe-6b9f-4255-b9d6-b1a016c3c4e7,0,16,1,1,0,fall,1.0,8.2,8.533333333333333,6.760000000000001,170.0,3.0,1.0, 02114
399,Florina Pizzeria & Paninoteca,MA,8.2,2018-10-23,6:00,https://onebite.app/restaurant/florina-pizzeria-and-paninoteca-boston-ma-0a338eac/review/12b8dc90-d8a6-4c0b-a027-4e1cb95d2103,0,29,1,1,0,fall,1.0,8.1,8.5,6.590000000000001,99.0,4.5,2.0, 02114
400,Lombardi's pizza,NY,8.1,2018-10-22,6:00,https://onebite.app/restaurant/lombardis-pizza-new-york-ny-dfa7d401/review/90230268-3c4c-4c21-b10f-c80ac54483aa,1,16,1,1,0,fall,3.0,9.3,8.033333333333333,5.779999999999999,6109.0,4.0,2.0, 10001
401,Lucali,NY,9.3,2018-10-19,6:00,https://onebite.app/restaurant/lucali-brooklyn-ny-935522fd/review/f9e6c9ac-129d-4e6f-97ce-fdabdff85ddd,0,6,1,1,1,fall,1.0,8.1,7.333333333333333,5.46,1574.0,4.5,2.0, 11231
402,Famous Ben's Pizza,NY,8.1,2018-10-18,6:00,https://onebite.app/restaurant/famous-bens-pizza-new-york-ny-b5777ba9/review/6ce5ccd2-4154-4149-8967-79eb14a13d3e,1,18,1,1,1,fall,1.0,6.7,6.8999999999999995,5.43,349.0,3.0,1.0, 10012
